transaction_id,customer_id,email,phone,age,country,device_type,transaction_amount,hour_of_day,num_prev_txns,is_international,fraud
tx_000214,718920,user718920@example.com,+1-555-504-7085,68,GB,mobile,112.33,10,5,0,1
tx_000215,117965,user117965@example.com,+1-555-839-6332,36,DE,desktop,26.64,13,4,0,0
tx_000216,278939,user278939@example.com,+1-555-437-2926,23,NG,mobile,14.91,12,1,0,0
tx_000217,300431,user300431@example.com,+1-555-819-8683,24,GB,mobile,127.79,2,4,0,0
tx_000218,274781,user274781@example.com,+1-555-351-7672,48,BR,desktop,267.91,9,2,0,0
tx_000219,919261,user919261@example.com,+1-555-852-4796,79,DE,tablet,372.88,12,3,0,0
tx_000220,886960,user886960@example.com,+1-555-613-9718,26,IN,mobile,433.9,14,0,0,0
tx_000221,580284,user580284@example.com,+1-555-658-7090,48,IN,desktop,250.79,15,2,0,0
tx_000222,707651,user707651@example.com,+1-555-913-9368,65,NG,desktop,222.76,15,1,0,0
tx_000223,682772,user682772@example.com,+1-555-804-7557,31,NG,desktop,152.79,10,3,0,0
tx_000224,884947,user884947@example.com,+1-555-293-7393,67,IN,mobile,272.69,12,3,0,0
tx_000225,411388,user411388@example.com,+1-555-425-2960,38,DE,mobile,113.85,8,3,0,0
tx_000226,734060,user734060@example.com,+1-555-989-4771,72,GB,mobile,64.98,6,2,0,0
tx_000227,482362,user482362@example.com,+1-555-674-6722,57,IN,desktop,212.43,7,5,0,0
tx_000228,558310,user558310@example.com,+1-555-653-8453,55,NG,desktop,353.23,10,7,0,0
tx_000229,370020,user370020@example.com,+1-555-835-9199,30,FR,mobile,51.66,2,5,1,1
tx_000230,778230,user778230@example.com,+1-555-896-1736,49,CA,mobile,127.8,5,2,1,0
tx_000231,946318,user946318@example.com,+1-555-461-7432,76,US,mobile,206.45,2,2,0,0
tx_000232,984485,user984485@example.com,+1-555-857-3393,19,US,mobile,203.12,9,5,1,0
tx_000233,470848,user470848@example.com,+1-555-843-7388,69,BR,desktop,296.64,11,5,0,0
tx_000234,177335,user177335@example.com,+1-555-565-3856,51,IN,mobile,658.21,3,3,0,0
tx_000235,852306,user852306@example.com,+1-555-627-6137,66,GB,desktop,15.13,3,4,0,0
tx_000236,124237,user124237@example.com,+1-555-356-5740,63,US,mobile,677.83,12,4,0,0
tx_000237,239868,user239868@example.com,+1-555-603-8847,47,DE,desktop,638.88,5,3,0,0
tx_000238,904764,user904764@example.com,+1-555-260-6883,38,IN,desktop,377.2,20,3,0,0
tx_000239,385515,user385515@example.com,+1-555-171-3186,60,NG,mobile,236.8,3,3,0,0
tx_000240,588937,user588937@example.com,+1-555-850-6659,27,US,desktop,115.85,11,2,0,0
tx_000241,263306,user263306@example.com,+1-555-305-6766,57,US,desktop,374.0,19,2,0,0
tx_000242,341559,user341559@example.com,+1-555-967-4278,24,US,tablet,246.02,2,4,0,0
tx_000243,364081,user364081@example.com,+1-555-768-3364,62,GB,mobile,155.5,10,4,0,0
tx_000244,297057,user297057@example.com,+1-555-433-9185,60,IN,mobile,367.25,11,4,0,0
tx_000245,700845,user700845@example.com,+1-555-211-2385,23,US,mobile,412.35,13,2,0,0
tx_000246,706607,user706607@example.com,+1-555-147-2275,69,GB,desktop,510.97,21,1,0,0
tx_000247,227308,user227308@example.com,+1-555-801-6301,46,US,mobile,104.79,13,3,1,0
tx_000248,980709,user980709@example.com,+1-555-211-3775,71,GB,tablet,466.99,9,1,0,0
tx_000249,582377,user582377@example.com,+1-555-823-5537,20,US,mobile,157.9,9,5,0,0
tx_000250,749219,user749219@example.com,+1-555-734-3409,30,US,desktop,237.3,14,5,0,0
tx_000251,102812,user102812@example.com,+1-555-934-4312,51,US,mobile,272.85,7,6,0,1
tx_000252,449630,user449630@example.com,+1-555-958-4673,30,BR,mobile,441.33,16,2,0,0
tx_000253,984792,user984792@example.com,+1-555-765-6057,40,FR,mobile,341.22,9,1,0,1
tx_000254,872596,user872596@example.com,+1-555-655-1708,62,BR,desktop,153.35,1,3,0,0
tx_000255,132028,user132028@example.com,+1-555-812-4889,27,US,desktop,18.29,12,3,0,0
tx_000256,707090,user707090@example.com,+1-555-333-7185,64,FR,mobile,294.1,6,2,0,0
tx_000257,778953,user778953@example.com,+1-555-783-7381,25,FR,mobile,229.94,8,5,1,0
tx_000258,224327,user224327@example.com,+1-555-934-3438,29,IN,tablet,60.78,7,0,0,0
tx_000259,882329,user882329@example.com,+1-555-270-5890,57,US,mobile,250.97,3,1,0,0
tx_000260,261930,user261930@example.com,+1-555-405-4457,71,BR,mobile,204.42,6,0,0,0
tx_000261,996606,user996606@example.com,+1-555-678-1331,29,FR,desktop,507.58,21,3,0,0
tx_000262,108184,user108184@example.com,+1-555-487-4886,38,DE,mobile,708.63,7,4,1,0
tx_000263,685110,user685110@example.com,+1-555-121-7061,80,BR,mobile,405.28,17,1,0,0
tx_000264,314319,user314319@example.com,+1-555-848-9507,85,BR,mobile,195.27,9,4,0,0
tx_000265,645918,user645918@example.com,+1-555-949-2009,57,FR,desktop,219.03,1,3,1,0
tx_000266,789976,user789976@example.com,+1-555-321-4846,48,US,mobile,101.45,20,2,1,0
tx_000267,601819,user601819@example.com,+1-555-625-9469,41,US,tablet,119.59,21,1,0,0
tx_000268,771027,user771027@example.com,+1-555-342-5224,59,DE,mobile,186.42,5,7,0,0
tx_000269,788149,user788149@example.com,+1-555-712-9042,58,US,tablet,171.2,4,6,0,0
tx_000270,398217,user398217@example.com,+1-555-726-7138,38,GB,mobile,57.19,22,4,0,0
tx_000271,883657,user883657@example.com,+1-555-980-8793,19,CA,mobile,511.16,2,1,1,1
tx_000272,174015,user174015@example.com,+1-555-877-7823,28,US,mobile,560.05,21,1,0,1
tx_000273,574934,user574934@example.com,+1-555-397-1649,83,US,mobile,500.07,4,2,0,1
tx_000274,778040,user778040@example.com,+1-555-805-7861,46,NG,mobile,572.89,20,4,0,1
tx_000275,748144,user748144@example.com,+1-555-661-2150,50,GB,desktop,845.83,22,3,0,0
tx_000276,385672,user385672@example.com,+1-555-969-7736,49,NG,desktop,103.21,5,3,0,0
tx_000277,966162,user966162@example.com,+1-555-689-4771,71,CA,desktop,822.07,5,0,0,1
tx_000278,988224,user988224@example.com,+1-555-148-7162,22,FR,mobile,152.58,2,2,1,0
tx_000279,200668,user200668@example.com,+1-555-440-1544,23,NG,desktop,326.57,18,5,0,0
tx_000280,186630,user186630@example.com,+1-555-152-2025,36,FR,mobile,43.28,8,4,0,0
tx_000281,630753,user630753@example.com,+1-555-342-1959,51,GB,desktop,136.56,15,11,0,1
tx_000282,268579,user268579@example.com,+1-555-216-4379,63,US,desktop,413.34,14,7,0,0
tx_000283,160629,user160629@example.com,+1-555-127-2526,51,DE,mobile,337.86,12,6,0,1
tx_000284,831732,user831732@example.com,+1-555-450-1071,47,DE,mobile,150.12,5,4,0,0
tx_000285,492080,user492080@example.com,+1-555-289-8911,81,US,tablet,218.95,8,4,0,0
tx_000286,876856,user876856@example.com,+1-555-459-7764,28,BR,mobile,124.43,12,3,0,0
tx_000287,753532,user753532@example.com,+1-555-504-6115,56,BR,desktop,412.55,2,4,0,0
tx_000288,694090,user694090@example.com,+1-555-215-7517,54,US,tablet,534.37,9,6,0,0
tx_000289,442273,user442273@example.com,+1-555-344-3721,50,NG,mobile,103.63,17,0,0,0
tx_000290,771535,user771535@example.com,+1-555-333-7349,72,US,mobile,202.06,10,2,0,0
